0.00632,18,2.309999943,0,0.537999988,6.574999809,65.19999695,4.090000153,1,296,15.30000019,396.8999939,4.980000019,24
0.027310001,0,7.070000172,0,0.469000012,6.421000004,78.90000153,4.967100143,2,242,17.79999924,396.8999939,9.140000343,21.60000038
0.02729,0,7.070000172,0,0.469000012,7.184999943,61.09999847,4.967100143,2,242,17.79999924,392.8299866,4.03000021,34.70000076
0.032370001,0,2.180000067,0,0.458000004,6.998000145,45.79999924,6.062200069,3,222,18.70000076,394.6300049,2.940000057,33.40000153
0.069049999,0,2.180000067,0,0.458000004,7.146999836,54.20000076,6.062200069,3,222,18.70000076,396.8999939,5.329999924,36.20000076
0.029850001,0,2.180000067,0,0.458000004,6.429999828,58.70000076,6.062200069,3,222,18.70000076,394.1199951,5.210000038,28.70000076
0.088289998,12.5,7.869999886,0,0.523999989,6.012000084,66.59999847,5.560500145,5,311,15.19999981,395.6000061,12.43000031,22.89999962
0.144549996,12.5,7.869999886,0,0.523999989,6.171999931,96.09999847,5.950500011,5,311,15.19999981,396.8999939,19.14999962,27.10000038
0.211239994,12.5,7.869999886,0,0.523999989,5.631000042,100,6.082099915,5,311,15.19999981,386.6300049,29.93000031,16.5
0.170039997,12.5,7.869999886,0,0.523999989,6.004000187,85.90000153,6.592100143,5,311,15.19999981,386.7099915,17.10000038,18.89999962
0.224889994,12.5,7.869999886,0,0.523999989,6.376999855,94.30000305,6.346700191,5,311,15.19999981,392.519989,20.45000076,15
0.117470004,12.5,7.869999886,0,0.523999989,6.008999825,82.90000153,6.226699829,5,311,15.19999981,396.8999939,13.27000046,18.89999962
0.093780003,12.5,7.869999886,0,0.523999989,5.888999939,39,5.450900078,5,311,15.19999981,390.5,15.71000004,21.70000076
0.629760027,0,8.140000343,0,0.537999988,5.948999882,61.79999924,4.707499981,4,307,21,396.8999939,8.260000229,20.39999962
0.637960017,0,8.140000343,0,0.537999988,6.096000195,84.5,4.461900234,4,307,21,380.019989,10.26000023,18.20000076
0.627390027,0,8.140000343,0,0.537999988,5.834000111,56.5,4.498600006,4,307,21,395.6199951,8.470000267,19.89999962
1.053930044,0,8.140000343,0,0.537999988,5.934999943,29.29999924,4.498600006,4,307,21,386.8500061,6.579999924,23.10000038
0.784200013,0,8.140000343,0,0.537999988,5.989999771,81.69999695,4.257900238,4,307,21,386.75,14.67000008,17.5
0.802709997,0,8.140000343,0,0.537999988,5.455999851,36.59999847,3.796499968,4,307,21,288.9899902,11.68999958,20.20000076
0.725799978,0,8.140000343,0,0.537999988,5.727000237,69.5,3.796499968,4,307,21,390.9500122,11.27999973,18.20000076
1.251790047,0,8.140000343,0,0.537999988,5.570000172,98.09999847,3.797899961,4,307,21,376.5700073,21.02000046,13.60000038
0.852039993,0,8.140000343,0,0.537999988,5.965000153,89.19999695,4.012300014,4,307,21,392.5299988,13.82999992,19.60000038
1.232470036,0,8.140000343,0,0.537999988,6.142000198,91.69999695,3.976900101,4,307,21,396.8999939,18.71999931,15.19999981
0.988430023,0,8.140000343,0,0.537999988,5.813000202,100,4.095200062,4,307,21,394.5400085,19.87999916,14.5
0.750259995,0,8.140000343,0,0.537999988,5.923999786,94.09999847,4.399600029,4,307,21,394.3299866,16.29999924,15.60000038
0.840539992,0,8.140000343,0,0.537999988,5.598999977,85.69999695,4.454599857,4,307,21,303.4200134,16.51000023,13.89999962
0.671909988,0,8.140000343,0,0.537999988,5.813000202,90.30000305,4.68200016,4,307,21,376.8800049,14.81000042,16.60000038
0.955770016,0,8.140000343,0,0.537999988,6.046999931,88.80000305,4.453400135,4,307,21,306.3800049,17.28000069,14.80000019
0.772989988,0,8.140000343,0,0.537999988,6.494999886,94.40000153,4.454699993,4,307,21,387.9400024,12.80000019,18.39999962
1.002449989,0,8.140000343,0,0.537999988,6.673999786,87.30000305,4.238999844,4,307,21,380.230011,11.97999954,21
1.130810022,0,8.140000343,0,0.537999988,5.712999821,94.09999847,4.232999802,4,307,21,360.1700134,22.60000038,12.69999981
1.354719996,0,8.140000343,0,0.537999988,6.072000027,100,4.175000191,4,307,21,376.730011,13.03999996,14.5
1.387989998,0,8.140000343,0,0.537999988,5.949999809,82,3.99000001,4,307,21,232.6000061,27.70999908,13.19999981
1.151720047,0,8.140000343,0,0.537999988,5.701000214,95,3.787199974,4,307,21,358.769989,18.35000038,13.10000038
1.612820029,0,8.140000343,0,0.537999988,6.096000195,96.90000153,3.759799957,4,307,21,248.3099976,20.34000015,13.5
0.064170003,0,5.960000038,0,0.499000013,5.933000088,68.19999695,3.360300064,5,279,19.20000076,396.8999939,9.680000305,18.89999962
0.097439997,0,5.960000038,0,0.499000013,5.84100008,61.40000153,3.377899885,5,279,19.20000076,377.5599976,11.40999985,20
0.080140002,0,5.960000038,0,0.499000013,5.849999905,41.5,3.934200048,5,279,19.20000076,396.8999939,8.770000458,21
0.175050005,0,5.960000038,0,0.499000013,5.96600008,30.20000076,3.847300053,5,279,19.20000076,393.4299927,10.13000011,24.70000076
0.027629999,75,2.950000048,0,0.428000003,6.59499979,21.79999924,5.401100159,3,252,18.29999924,395.6300049,4.320000172,30.79999924
0.03359,75,2.950000048,0,0.428000003,7.024000168,15.80000019,5.401100159,3,252,18.29999924,395.6199951,1.980000019,34.90000153
0.127440006,0,6.909999847,0,0.448000014,6.769999981,2.900000095,5.720900059,3,233,17.89999962,385.4100037,4.840000153,26.60000038
0.141499996,0,6.909999847,0,0.448000014,6.169000149,6.599999905,5.720900059,3,233,17.89999962,383.3699951,5.809999943,25.29999924
0.159360006,0,6.909999847,0,0.448000014,6.210999966,6.5,5.720900059,3,233,17.89999962,394.4599915,7.440000057,24.70000076
0.12269,0,6.909999847,0,0.448000014,6.068999767,40,5.720900059,3,233,17.89999962,389.3900146,9.550000191,21.20000076
0.171419993,0,6.909999847,0,0.448000014,5.68200016,33.79999924,5.100399971,3,233,17.89999962,396.8999939,10.21000004,19.29999924
0.188360006,0,6.909999847,0,0.448000014,5.785999775,33.29999924,5.100399971,3,233,17.89999962,396.8999939,14.14999962,20
0.229269996,0,6.909999847,0,0.448000014,6.03000021,85.5,5.689400196,3,233,17.89999962,392.7399902,18.79999924,16.60000038
0.25387001,0,6.909999847,0,0.448000014,5.399000168,95.30000305,5.869999886,3,233,17.89999962,396.8999939,30.80999947,14.39999962
0.219769999,0,6.909999847,0,0.448000014,5.602000237,62,6.08769989,3,233,17.89999962,396.8999939,16.20000076,19.39999962
0.08873,21,5.639999866,0,0.43900001,5.962999821,45.70000076,6.814700127,4,243,16.79999924,395.5599976,13.44999981,19.70000076
0.043370001,21,5.639999866,0,0.43900001,6.114999771,63,6.814700127,4,243,16.79999924,393.9700012,9.430000305,20.5
0.053599998,21,5.639999866,0,0.43900001,6.511000156,21.10000038,6.814700127,4,243,16.79999924,396.8999939,5.28000021,25
0.04981,21,5.639999866,0,0.43900001,5.998000145,21.39999962,6.814700127,4,243,16.79999924,396.8999939,8.430000305,23.39999962
0.0136,75,4,0,0.409999996,5.888000011,47.59999847,7.319699764,3,469,21.10000038,396.8999939,14.80000019,18.89999962
0.01311,90,1.220000029,0,0.402999997,7.249000072,21.89999962,8.69659996,5,226,17.89999962,395.9299927,4.809999943,35.40000153
0.02055,85,0.74000001,0,0.409999996,6.382999897,35.70000076,9.187600136,2,313,17.29999924,396.8999939,5.769999981,24.70000076
0.01432,100,1.320000052,0,0.411000013,6.815999985,40.5,8.324799538,5,256,15.10000038,392.8999939,3.950000048,31.60000038
0.154449999,25,5.130000114,0,0.453000009,6.144999981,29.20000076,7.814799786,8,284,19.70000076,390.6799927,6.860000134,23.29999924
0.10328,25,5.130000114,0,0.453000009,5.927000046,47.20000076,6.93200016,8,284,19.70000076,396.8999939,9.220000267,19.60000038
0.149320006,25,5.130000114,0,0.453000009,5.741000175,66.19999695,7.225399971,8,284,19.70000076,395.1099854,13.14999962,18.70000076
0.171709999,25,5.130000114,0,0.453000009,5.96600008,93.40000153,6.818500042,8,284,19.70000076,378.0799866,14.43999958,16
0.110270001,25,5.130000114,0,0.453000009,6.455999851,67.80000305,7.225500107,8,284,19.70000076,396.8999939,6.730000019,22.20000076
0.126499996,25,5.130000114,0,0.453000009,6.762000084,43.40000153,7.980899811,8,284,19.70000076,395.5799866,9.5,25
0.019509999,17.5,1.379999995,0,0.416099995,7.104000092,59.5,9.222900391,3,216,18.60000038,393.2399902,8.050000191,33
0.035840001,80,3.369999886,0,0.398000002,6.289999962,17.79999924,6.611499786,4,337,16.10000038,396.8999939,4.670000076,23.5
0.043790001,80,3.369999886,0,0.398000002,5.787000179,31.10000038,6.611499786,4,337,16.10000038,396.8999939,10.23999977,19.39999962
0.057890002,12.5,6.070000172,0,0.409000009,5.877999783,21.39999962,6.498000145,4,345,18.89999962,396.2099915,8.100000381,22
0.135539994,12.5,6.070000172,0,0.409000009,5.593999863,36.79999924,6.498000145,4,345,18.89999962,396.8999939,13.09000015,17.39999962
0.12816,12.5,6.070000172,0,0.409000009,5.885000229,33,6.498000145,4,345,18.89999962,396.8999939,8.789999962,20.89999962
0.088260002,0,10.81000042,0,0.412999988,6.416999817,6.599999905,5.28730011,4,305,19.20000076,383.730011,6.71999979,24.20000076
0.158759996,0,10.81000042,0,0.412999988,5.960999966,17.5,5.28730011,4,305,19.20000076,376.9400024,9.880000114,21.70000076
0.091640003,0,10.81000042,0,0.412999988,6.065000057,7.800000191,5.28730011,4,305,19.20000076,390.9100037,5.519999981,22.79999924
0.195390001,0,10.81000042,0,0.412999988,6.244999886,6.199999809,5.28730011,4,305,19.20000076,377.1700134,7.539999962,23.39999962
0.078960001,0,12.82999992,0,0.437000006,6.272999763,6,4.25150013,5,398,18.70000076,394.9200134,6.78000021,24.10000038
0.095119998,0,12.82999992,0,0.437000006,6.285999775,45,4.502600193,5,398,18.70000076,383.230011,8.93999958,21.39999962
0.101530001,0,12.82999992,0,0.437000006,6.278999805,74.5,4.052199841,5,398,18.70000076,373.6600037,11.97000027,20
0.087070003,0,12.82999992,0,0.437000006,6.139999866,45.79999924,4.090499878,5,398,18.70000076,386.9599915,10.27000046,20.79999924
0.056460001,0,12.82999992,0,0.437000006,6.231999874,53.70000076,5.014100075,5,398,18.70000076,386.3999939,12.34000015,21.20000076
0.083870001,0,12.82999992,0,0.437000006,5.874000072,36.59999847,4.502600193,5,398,18.70000076,396.0599976,9.100000381,20.29999924
0.041129999,25,4.860000134,0,0.425999999,6.727000237,33.5,5.400700092,4,281,19,396.8999939,5.289999962,28
0.04462,25,4.860000134,0,0.425999999,6.618999958,70.40000153,5.400700092,4,281,19,395.6300049,7.21999979,23.89999962
0.036589999,25,4.860000134,0,0.425999999,6.302000046,32.20000076,5.400700092,4,281,19,396.8999939,6.71999979,24.79999924
0.03551,25,4.860000134,0,0.425999999,6.166999817,46.70000076,5.400700092,4,281,19,390.6400146,7.510000229,22.89999962
0.050590001,0,4.489999771,0,0.449000001,6.388999939,48,4.779399872,3,247,18.5,396.8999939,9.619999886,23.89999962
0.057349999,0,4.489999771,0,0.449000001,6.630000114,56.09999847,4.437699795,3,247,18.5,392.2999878,6.53000021,26.60000038
0.051879998,0,4.489999771,0,0.449000001,6.014999866,45.09999847,4.427199841,3,247,18.5,395.9899902,12.85999966,22.5
0.071510002,0,4.489999771,0,0.449000001,6.120999813,56.79999924,3.747600079,3,247,18.5,395.1499939,8.43999958,22.20000076
0.056600001,0,3.410000086,0,0.488999993,7.006999969,86.30000305,3.421700001,2,270,17.79999924,396.8999939,5.5,23.60000038
0.05302,0,3.410000086,0,0.488999993,7.078999996,63.09999847,3.414499998,2,270,17.79999924,396.0599976,5.699999809,28.70000076
0.046840001,0,3.410000086,0,0.488999993,6.416999817,66.09999847,3.092299938,2,270,17.79999924,392.1799927,8.81000042,22.60000038
0.03932,0,3.410000086,0,0.488999993,6.40500021,73.90000153,3.092099905,2,270,17.79999924,393.5499878,8.199999809,22
0.042029999,28,15.03999996,0,0.463999987,6.441999912,53.59999847,3.665899992,4,270,18.20000076,395.0100098,8.159999847,22.89999962
0.028750001,28,15.03999996,0,0.463999987,6.210999966,28.89999962,3.665899992,4,270,18.20000076,396.3299866,6.210000038,25
0.042939998,28,15.03999996,0,0.463999987,6.249000072,77.30000305,3.61500001,4,270,18.20000076,396.8999939,10.59000015,20.60000038
0.122040004,0,2.890000105,0,0.444999993,6.625,57.79999924,3.495199919,2,276,18,357.980011,6.650000095,28.39999962
0.115039997,0,2.890000105,0,0.444999993,6.163000107,69.59999847,3.495199919,2,276,18,391.8299866,11.34000015,21.39999962
0.120829999,0,2.890000105,0,0.444999993,8.069000244,76,3.495199919,2,276,18,396.8999939,4.210000038,38.70000076
0.081869997,0,2.890000105,0,0.444999993,7.820000172,36.90000153,3.495199919,2,276,18,393.5299988,3.569999933,43.79999924
0.068599999,0,2.890000105,0,0.444999993,7.415999889,62.5,3.495199919,2,276,18,396.8999939,6.190000057,33.20000076
0.148660004,0,8.56000042,0,0.519999981,6.727000237,79.90000153,2.777800083,5,384,20.89999962,394.7600098,9.420000076,27.5
0.114320002,0,8.56000042,0,0.519999981,6.781000137,71.30000305,2.856100082,5,384,20.89999962,395.5799866,7.670000076,26.5
0.228760004,0,8.56000042,0,0.519999981,6.40500021,85.40000153,2.714699984,5,384,20.89999962,70.80000305,10.63000011,18.60000038
0.211610004,0,8.56000042,0,0.519999981,6.137000084,87.40000153,2.714699984,5,384,20.89999962,394.4700012,13.43999958,19.29999924
0.139599994,0,8.56000042,0,0.519999981,6.166999817,90,2.421000004,5,384,20.89999962,392.6900024,12.32999992,20.10000038
0.132620007,0,8.56000042,0,0.519999981,5.850999832,96.69999695,2.106899977,5,384,20.89999962,394.0499878,16.46999931,19.5
0.171200007,0,8.56000042,0,0.519999981,5.835999966,91.90000153,2.210999966,5,384,20.89999962,395.6700134,18.65999985,19.5
0.131170005,0,8.56000042,0,0.519999981,6.126999855,85.19999695,2.122400045,5,384,20.89999962,387.6900024,14.09000015,20.39999962
0.128020003,0,8.56000042,0,0.519999981,6.473999977,97.09999847,2.432899952,5,384,20.89999962,395.2399902,12.27000046,19.79999924
0.263630003,0,8.56000042,0,0.519999981,6.229000092,91.19999695,2.545099974,5,384,20.89999962,391.230011,15.55000019,19.39999962
0.107929997,0,8.56000042,0,0.519999981,6.195000172,54.40000153,2.777800083,5,384,20.89999962,393.4899902,13,21.70000076
0.100840002,0,10.01000023,0,0.546999991,6.715000153,81.59999847,2.67750001,6,432,17.79999924,395.5899963,10.15999985,22.79999924
0.123290002,0,10.01000023,0,0.546999991,5.913000107,92.90000153,2.353399992,6,432,17.79999924,394.9500122,16.20999908,18.79999924
0.222120002,0,10.01000023,0,0.546999991,6.092000008,95.40000153,2.548000097,6,432,17.79999924,396.8999939,17.09000015,18.70000076
0.142309994,0,10.01000023,0,0.546999991,6.254000187,84.19999695,2.256500006,6,432,17.79999924,388.7399902,10.44999981,18.5
0.171340004,0,10.01000023,0,0.546999991,5.927999973,88.19999695,2.463099957,6,432,17.79999924,344.9100037,15.76000023,18.29999924
0.131579995,0,10.01000023,0,0.546999991,6.176000118,72.5,2.730099916,6,432,17.79999924,393.2999878,12.03999996,21.20000076
0.150979996,0,10.01000023,0,0.546999991,6.020999908,82.59999847,2.747400045,6,432,17.79999924,394.5100098,10.30000019,19.20000076
0.130579993,0,10.01000023,0,0.546999991,5.872000217,73.09999847,2.477499962,6,432,17.79999924,338.6300049,15.36999989,20.39999962
0.144759998,0,10.01000023,0,0.546999991,5.730999947,65.19999695,2.759200096,6,432,17.79999924,391.5,13.60999966,19.29999924
0.06899,0,25.64999962,0,0.58099997,5.869999886,69.69999695,2.257699966,2,188,19.10000038,389.1499939,14.36999989,22
0.071649998,0,25.64999962,0,0.58099997,6.004000187,84.09999847,2.197400093,2,188,19.10000038,377.6700134,14.27000046,20.29999924
0.092990004,0,25.64999962,0,0.58099997,5.960999966,92.90000153,2.086899996,2,188,19.10000038,378.0899963,17.93000031,20.5
0.15038,0,25.64999962,0,0.58099997,5.855999947,97,1.944399953,2,188,19.10000038,370.3099976,25.40999985,17.29999924
0.09849,0,25.64999962,0,0.58099997,5.879000187,95.80000305,2.006299973,2,188,19.10000038,379.3800049,17.57999992,18.79999924
0.169019997,0,25.64999962,0,0.58099997,5.986000061,88.40000153,1.992900014,2,188,19.10000038,385.019989,14.81000042,21.39999962
0.387349993,0,25.64999962,0,0.58099997,5.612999916,95.59999847,1.757200003,2,188,19.10000038,359.2900085,27.26000023,15.69999981
0.259149998,0,21.88999939,0,0.624000013,5.69299984,96,1.788300037,4,437,21.20000076,392.1099854,17.19000053,16.20000076
0.325430006,0,21.88999939,0,0.624000013,6.431000233,98.80000305,1.8125,4,437,21.20000076,396.8999939,15.39000034,18
0.881250024,0,21.88999939,0,0.624000013,5.637000084,94.69999695,1.979900002,4,437,21.20000076,396.8999939,18.34000015,14.30000019
0.340059996,0,21.88999939,0,0.624000013,6.458000183,98.90000153,2.118499994,4,437,21.20000076,395.0400085,12.60000038,19.20000076
1.192939997,0,21.88999939,0,0.624000013,6.326000214,97.69999695,2.270999908,4,437,21.20000076,396.8999939,12.26000023,19.60000038
0.590049982,0,21.88999939,0,0.624000013,6.372000217,97.90000153,2.327399969,4,437,21.20000076,385.7600098,11.11999989,23
0.329820007,0,21.88999939,0,0.624000013,5.822000027,95.40000153,2.469899893,4,437,21.20000076,388.6900024,15.02999973,18.39999962
0.976170003,0,21.88999939,0,0.624000013,5.756999969,98.40000153,2.345999956,4,437,21.20000076,262.7600098,17.30999947,15.60000038
0.557780027,0,21.88999939,0,0.624000013,6.335000038,98.19999695,2.110699892,4,437,21.20000076,394.6700134,16.95999908,18.10000038
0.322640002,0,21.88999939,0,0.624000013,5.941999912,93.5,1.966899991,4,437,21.20000076,378.25,16.89999962,17.39999962
0.352329999,0,21.88999939,0,0.624000013,6.453999996,98.40000153,1.849799991,4,437,21.20000076,394.0799866,14.59000015,17.10000038
0.249799997,0,21.88999939,0,0.624000013,5.856999874,98.19999695,1.668599963,4,437,21.20000076,392.0400085,21.31999969,13.30000019
0.54452002,0,21.88999939,0,0.624000013,6.151000023,97.90000153,1.66869998,4,437,21.20000076,396.8999939,18.45999908,17.79999924
0.290899992,0,21.88999939,0,0.624000013,6.173999786,93.59999847,1.611899972,4,437,21.20000076,388.0799866,24.15999985,14
1.628640056,0,21.88999939,0,0.624000013,5.019000053,100,1.439399958,4,437,21.20000076,396.8999939,34.40999985,14.39999962
3.321049929,0,19.57999992,1,0.870999992,5.402999878,100,1.32159996,5,403,14.69999981,396.8999939,26.81999969,13.39999962
4.097400188,0,19.57999992,0,0.870999992,5.467999935,100,1.411800027,5,403,14.69999981,396.8999939,26.42000008,15.60000038
2.779740095,0,19.57999992,0,0.870999992,4.902999878,97.80000305,1.345900059,5,403,14.69999981,396.8999939,29.29000092,11.80000019
2.379339933,0,19.57999992,0,0.870999992,6.130000114,100,1.419100046,5,403,14.69999981,172.9100037,27.79999924,13.80000019
2.155050039,0,19.57999992,0,0.870999992,5.627999783,100,1.516600013,5,403,14.69999981,169.2700043,16.64999962,15.60000038
2.368619919,0,19.57999992,0,0.870999992,4.926000118,95.69999695,1.460800052,5,403,14.69999981,391.7099915,29.53000069,14.60000038
2.330990076,0,19.57999992,0,0.870999992,5.18599987,93.80000305,1.529600024,5,403,14.69999981,356.9899902,28.31999969,17.79999924
2.733969927,0,19.57999992,0,0.870999992,5.597000122,94.90000153,1.525699973,5,403,14.69999981,351.8500061,21.45000076,15.39999962
1.656599998,0,19.57999992,0,0.870999992,6.122000217,97.30000305,1.618000031,5,403,14.69999981,372.7999878,14.10000038,21.5
1.496320009,0,19.57999992,0,0.870999992,5.403999805,100,1.591599941,5,403,14.69999981,341.6000061,13.27999973,19.60000038
1.12658,0,19.57999992,1,0.870999992,5.012000084,88,1.610200047,5,403,14.69999981,343.2799988,12.11999989,15.30000019
2.149179935,0,19.57999992,0,0.870999992,5.709000111,98.5,1.623200059,5,403,14.69999981,261.9500122,15.78999996,19.39999962
1.41384995,0,19.57999992,1,0.870999992,6.129000187,96,1.74940002,5,403,14.69999981,321.019989,15.11999989,17
3.535010099,0,19.57999992,1,0.870999992,6.15199995,82.59999847,1.745499969,5,403,14.69999981,88.01000214,15.02000046,15.60000038
2.446680069,0,19.57999992,0,0.870999992,5.271999836,94,1.736400008,5,403,14.69999981,88.62999725,16.13999939,13.10000038
1.223580003,0,19.57999992,0,0.605000019,6.94299984,97.40000153,1.877300024,5,403,14.69999981,363.4299927,4.590000153,41.29999924
1.342839956,0,19.57999992,0,0.605000019,6.065999985,100,1.757300019,5,403,14.69999981,353.8900146,6.429999828,24.29999924
1.425019979,0,19.57999992,0,0.870999992,6.510000229,100,1.765900016,5,403,14.69999981,364.3099976,7.389999866,23.29999924
1.273460031,0,19.57999992,1,0.605000019,6.25,92.59999847,1.798400044,5,403,14.69999981,338.9200134,5.5,27
1.463359952,0,19.57999992,0,0.605000019,7.488999844,90.80000305,1.970900059,5,403,14.69999981,374.4299927,1.730000019,50
1.833770037,0,19.57999992,1,0.605000019,7.802000046,98.19999695,2.040699959,5,403,14.69999981,389.6099854,1.919999957,50
1.519019961,0,19.57999992,1,0.605000019,8.375,93.90000153,2.161999941,5,403,14.69999981,388.4500122,3.319999933,50
2.242360115,0,19.57999992,0,0.605000019,5.854000092,91.80000305,2.421999931,5,403,14.69999981,395.1099854,11.64000034,22.70000076
2.924000025,0,19.57999992,0,0.605000019,6.100999832,93,2.283400059,5,403,14.69999981,240.1600037,9.81000042,25
2.01019001,0,19.57999992,0,0.605000019,7.928999901,96.19999695,2.045900106,5,403,14.69999981,369.2999878,3.700000048,50
1.800279975,0,19.57999992,0,0.605000019,5.876999855,79.19999695,2.425899982,5,403,14.69999981,227.6100006,12.14000034,23.79999924
2.300400019,0,19.57999992,0,0.605000019,6.318999767,96.09999847,2.099999905,5,403,14.69999981,297.0899963,11.10000038,23.79999924
